5165714,165035,0
5110902,164044,0
5045036,162720,0
4988343,161558,0
4933585,160248,0
4876703,158898,0
4828751,158333,0
4779296,157851,0
4720145,156735,0
4644546,155018,0
4572383,153550,0
4505657,152114,0
4444241,150386,0
4380011,149774,0
4325699,149339,0
4259797,148435,0
4180757,147281,0
4110841,146107,0
4037553,144877,0
3972219,143767,0
3905564,143262,0
3843023,142860,0
3775904,141936,0
3693959,141010,0
3625475,140067,0
3553488,139118,0
3487467,138186,0
3421983,137762,0
3363979,137372,0
3297418,136571,0
3227499,135720,0
3165411,134822,0
3103840,133929,0
3046728,132929,0
2988566,132550,0
2942644,132311,0
2897716,132077,0
2838799,131407,0
2783975,130770,0
2732787,130101,0
2687060,128730,0
2641789,128426,0
2601197,128148,0
2556507,127581,0
2505901,124865,0
2468967,124254,0
2430155,123468,0
2393044,122602,0
2361288,122246,0
2335326,121979,0
2300625,121396,0
2266869,120626,0
2238052,119933,0
2212562,119127,0
2187429,118279,0
2166099,117853,0
2146360,117524,0
2120708,116814,0
2093462,116027,0
2069052,115126,0
2048917,114147,0
2029500,113050,0
2010826,112467,0
1991021,112076,0
1968166,111373,0
1937955,110170,0
1915490,109139,0
1894680,108057,0
1872092,106921,0
1850160,106190,0
1829007,105548,0
1805369,104531,0
1779796,103320,0
1756885,102092,0
1736051,100536,0
1716992,99800,0
1695875,99286,0
1676797,98673,0
1654621,97635,0
1629299,96277,0
1600600,94860,0
1578813,93517,0
1557572,91915,0
1532132,90971,0
1510358,89530,0
1484961,88470,0
1458055,86883,0
1431323,85154,0
1409865,83389,0
1387449,81759,0
1368472,80757,0
1348954,80031,0
1322616,78557,0
1293668,76908,0
1262942,74710,0
1238828,72222,0
1213282,69704,0
1189326,68568,0
1160785,67391,0
1130741,65724,0
1095291,63840,0
1060508,61508,0
1035731,59224,0
1008287,56648,0
986532,55460,0
957479,53834,0
923488,52207,0
888745,50254,0
853829,47811,0
825491,45211,0
797086,42625,0
765436,40643,0
738978,38976,0
705434,32609,0
673229,30394,0
642716,28441,0
613361,25997,0
581589,23581,0
555554,22032,0
527819,20519,0
499236,18642,0
460285,16507,0
429218,14709,0
397178,12745,0
366311,10851,0
336877,9630,0
310000,8442,0
276652,7119,0
243340,5902,0
213064,4761,0
188207,3871,0
162472,3012,0
141923,2478,0
121277,2025,0
